"ICTVnames" "accessionIDs"
"Thetaarterivirus mikelba 1" "NC_025112"
"Zetaarterivirus ugarco 1" "NC_033553"
"Betaarterivirus suid 2" "NC_038291"
"Betaarterivirus chinrav 1" "NC_028963"
"Betaarterivirus ninrav" "NC_032987"
"Betaarterivirus sheoin" "NC_048210"
"Betaarterivirus suid 1" "NC_043487"
"Betaarterivirus timiclar" "NC_040535"
"Gammaarterivirus lacdeh" "NC_001639"
"Kappaarterivirus wobum" "NC_026811"
"Chinturpovirus 1" "NC_046961"
"Ptyasnivirus 1" "NC_046959"
"Oligodon snake nidovirus 1" "NC_046958"
"Bat coronavirus CDPHE15" "NC_022103"
"Bat coronavirus HKU10" "NC_018871"
"Rhinolophus ferrumequinum alphacoronavirus HuB-2013" "NC_028814"
"Human coronavirus 229E" "NC_002645"
"Lucheng Rn rat coronavirus" "NC_032730"
"Mink coronavirus 1" "NC_023760"
"Miniopterus bat coronavirus 1" "NC_010437"
"Miniopterus bat coronavirus HKU8" "NC_010438"
"Myotis ricketti alphacoronavirus Sax-2011" "NC_028811"
"Nyctalus velutinus alphacoronavirus SC-2013" "NC_028833"
"Pipistrellus kuhlii coronavirus 3398" "NC_046964"
"Porcine epidemic diarrhea virus" "NC_003436"
"Scotophilus bat coronavirus 512" "NC_009657"
"Rhinolophus bat coronavirus HKU2" "NC_009988"
"Human coronavirus NL63" "NC_005831"
"NL63-related bat coronavirus strain BtKYNL63-9b" "NC_048216"
"Sorex araneus coronavirus T14" "NC_046955"
"Alphacoronavirus 1" "NC_038861"
"Betacoronavirus 1" "NC_006213"
"China Rattus coronavirus HKU24" "NC_026011"
"Human coronavirus HKU1" "NC_006577"
"Murine coronavirus" "NC_048217"
"Myodes coronavirus 2JL14" "NC_046954"
"Bat Hp-betacoronavirus Zhejiang2013" "NC_025217"
"Hedgehog coronavirus 1" "NC_039207"
"Middle East respiratory syndrome-related coronavirus" "NC_019843"
"Pipistrellus bat coronavirus HKU5" "NC_009020"
"Tylonycteris bat coronavirus HKU4" "NC_009019"
"Rousettus bat coronavirus GCCDC1" "NC_030886"
"Rousettus bat coronavirus HKU9" "NC_009021"
"Severe acute respiratory syndrome-related coronavirus" "NC_004718"
"Wigeon coronavirus HKU20" "NC_016995"
"Bulbul coronavirus HKU11" "NC_011547"
"Common moorhen coronavirus HKU21" "NC_016996"
"Coronavirus HKU15" "NC_039208"
"Munia coronavirus HKU13" "NC_011550"
"White-eye coronavirus HKU16" "NC_016991"
"Night heron coronavirus HKU19" "NC_016994"
"Beluga whale coronavirus SW1" "NC_010646"
"Avian coronavirus" "NC_001451"
"Avian coronavirus 9203" "NC_048213"
"Duck coronavirus 2714" "NC_048214"
"Turrinivirus 1" "NC_032496"
"Botrylloides leachii nidovirus" "MK956105"
"Alphamesonivirus 4" "NC_023986"
"Alphamesonivirus 7" "NC_043488"
"Alphamesonivirus 2" "NC_038296"
"Alphamesonivirus 3" "NC_038297"
"Alphamesonivirus 1" "NC_015874"
"Alphamesonivirus 10" "NC_036586"
"Alphamesonivirus 6" "NC_043489"
"Planidovirus 1" "NC_040361"
"Nangarvirus 1" "NC_046960"
"Halfbeak nidovirus 1" "NC_046957"
"Charybnivirus 1" "NC_032492"
"Decronivirus 1" "NC_032763"
"Paguronivirus 1" "NC_032490"
"Gill-associated virus" "NC_010306"
"Okavirus 1" "NC_048215"
"Yellow head virus" "NC_043505"
"White bream virus" "NC_008516"
"Fathead minnow nidovirus 1" "NC_038295"
"Chinook salmon nidovirus 1" "NC_026812"
"Bovine nidovirus 1" "NC_027199"
"Hebius tobanivirus 1" "NC_046962"
"Infratovirus 1" "NC_033700"
"Lycodon tobanivirus 1" "NC_046963"
"Ball python nidovirus 1" "NC_024709"
"Morelia tobanivirus 1" "NC_035465"
"Berisnavirus 1" "NC_046956"
"Shingleback nidovirus 1" "NC_043474"
"Sectovirus 1" "NC_043490"
"Bovine torovirus" "NC_007447"
"Equine torovirus" "NC_043213; NC_043211; NC_043212"
"Porcine torovirus" "NC_022787"
"Bavaria virus" "HQ010042"
"European brown hare syndrome virus" "NC_002615"
"Rabbit hemorrhagic disease virus" "NC_001543"
"Minovirus A" "NC_035675"
"Nacovirus A" "NC_043516"
"Newbury 1 virus" "NC_007916"
"Norwalk virus" "NC_001959"
"Recovirus A" "NC_043512"
"Nordland virus" "NC_024031"
"Sapporo virus" "NC_006269"
"Feline calicivirus" "M86379"
"Vesicular exanthema of swine virus" "NC_002551"
"Acute bee paralysis virus" "NC_002548"
"Israeli acute paralysis virus" "NC_009025"
"Kashmir bee virus" "NC_004807"
"Mud crab virus" "NC_014793"
"Solenopsis invicta virus 1" "NC_006559"
"Taura syndrome virus" "NC_003005"
"Aphid lethal paralysis virus" "NC_004365"
"Cricket paralysis virus" "NC_003924"
"Drosophila C virus" "NC_001834"
"Rhopalosiphum padi virus" "NC_001874"
"Black queen cell virus" "NC_003784"
"Himetobi P virus" "NC_003782"
"Homalodisca coagulata virus 1" "NC_008029"
"Plautia stali intestine virus" "NC_003779"
"Triatoma virus" "NC_003783"
"Antheraea pernyi iflavirus" "NC_023483"
"Brevicoryne brassicae virus" "NC_009530"
"Deformed wing virus" "NC_004830"
"Dinocampus coccinellae paralysis virus" "NC_025835"
"Ectropis obliqua virus" "NC_005092"
"Infectious flacherie virus" "NC_003781"
"Lygus lineolaris virus 1" "NC_038301"
"Lymantria dispar iflavirus 1" "NC_024497"
"Nilaparvata lugens honeydew virus 1" "NC_038302"
"Perina nuda virus" "NC_003113"
"Sacbrood virus" "NC_002066"
"Slow bee paralysis virus" "NC_014137"
"Spodoptera exigua iflavirus 1" "NC_016405"
"Spodoptera exigua iflavirus 2" "NC_023676"
"Varroa destructor virus 1" "NC_006494"
"Chaetoceros socialis forma radians RNA virus 1" "NC_012212"
"Chaetoceros tenuissimus RNA virus 01" "NC_038321"
"Rhizosolenia setigera RNA virus 01" "NC_018613"
"Astarnavirus" "NC_024489"
"Aurantiochytrium single-stranded RNA virus 01" "NC_007522"
"Jericarnavirus B" "NC_009758"
"Sanfarnavirus 1" "NC_043515"
"Sanfarnavirus 2" "NC_043518"
"Sanfarnavirus 3" "NC_043519"
"Heterosigma akashiwo RNA virus" "NC_005281"
"Britarnavirus 1" "NC_043541"
"Britarnavirus 4" "NC_043682"
"Palmarnavirus 128" "NC_029306"
"Palmarnavirus 473" "NC_029309"
"Britarnavirus 2" "NC_043542"
"Britarnavirus 3" "NC_043543"
"Chaetarnavirus 2" "AB639040"
"Chaetenuissarnavirus II" "NC_025889"
"Jericarnavirus A" "NC_009757"
"Palmarnavirus 156" "NC_029307"
"Aalivirus A" "NC_023985"
"Ailurivirus A" "MF327529"
"Ampivirus A" "NC_027214"
"Anativirus A" "NC_006553"
"Anativirus B" "KT880670"
"Bovine rhinitis A virus" "NC_038303"
"Bovine rhinitis B virus" "NC_010354"
"Equine rhinitis A virus" "NC_039209"
"Foot-and-mouth disease virus" "NC_039210"
"Aquamavirus A" "NC_009891"
"Avihepatovirus A" "NC_008250"
"Avisivirus A" "NC_038304"
"Avisivirus B" "NC_024766"
"Avisivirus C" "NC_024767"
"Boosepivirus A" "LC006971"
"Boosepivirus B" "LC036579"
"Bopivirus A" "NC_026249"
"Cardiovirus A" "NC_001479"
"Cardiovirus B" "NC_001366"
"Cardiovirus C" "NC_038305"
"Cardiovirus D" "NC_009448"
"Cardiovirus E" "KY432928"
"Cardiovirus F" "KY432930"
"Cosavirus A" "NC_012800"
"Cosavirus B" "NC_012801"
"Cosavirus D" "NC_012802"
"Cosavirus E" "NC_012798"
"Cosavirus F" "NC_034385"
"Crohivirus A" "NC_025474"
"Crohivirus B" "NC_033819"
"Cadicivirus A" "NC_021178"
"Cadicivirus B" "NC_040611"
"Diresapivirus B" "KJ641697"
"Enterovirus A" "NC_038306"
"Enterovirus B" "NC_038307"
"Enterovirus C" "NC_002058"
"Enterovirus D" "NC_038308"
"Enterovirus E" "NC_001859"
"Enterovirus F" "NC_021220"
"Enterovirus G" "NC_004441"
"Enterovirus H" "NC_038309"
"Enterovirus I" "NC_038310"
"Enterovirus J" "NC_010415"
"Enterovirus K" "NC_038989"
"Enterovirus L" "NC_029905"
"Rhinovirus A" "NC_038311"
"Rhinovirus B" "NC_038312"
"Rhinovirus C" "NC_038878"
"Erbovirus A" "NC_003983"
"Fipivirus B" "MG600069"
"Fipivirus C" "MG600095"
"Fipivirus D" "MG600075"
"Fipivirus E" "MG600070"
"Fipivirus F" "MG600074"
"Gallivirus A" "NC_018400"
"Gruhelivirus A" "KY312541"
"Grusopivirus A" "KY312544"
"Grusopivirus B" "KY312545"
"Grusopivirus C" "MK443503"
"Harkavirus A" "NC_026921"
"Hepatovirus A" "NC_001489"
"Hepatovirus B" "NC_027818"
"Hepatovirus C" "NC_038313"
"Hepatovirus D" "NC_028363"
"Hepatovirus E" "NC_038314"
"Hepatovirus F" "NC_038315"
"Hepatovirus G" "NC_038316"
"Hepatovirus H" "NC_028365"
"Hepatovirus I" "NC_028364"
"Hunnivirus A" "NC_018668"
"Aichivirus A" "NC_001918"
"Aichivirus B" "NC_004421"
"Aichivirus C" "NC_011829"
"Aichivirus D" "NC_027919"
"Aichivirus E" "NC_039211"
"Aichivirus F" "NC_043071"
"Kunsagivirus A" "NC_038317"
"Kunsagivirus B" "NC_033818"
"Kunsagivirus C" "NC_034206"
"Limnipivirus A" "NC_018506"
"Limnipivirus B" "NC_023162"
"Limnipivirus C" "NC_039212"
"Livupivirus A" "NC_032126"
"Malagasivirus B" "NC_026316"
"Megrivirus A" "NC_024120"
"Megrivirus B" "NC_038957"
"Megrivirus C" "NC_039235"
"Megrivirus D" "NC_034617"
"Megrivirus E" "NC_039004"
"Mischivirus A" "NC_034381"
"Mischivirus B" "NC_043072"
"Mischivirus C" "NC_026470"
"Mischivirus D" "KY512802"
"Mischivirus E" "MF352410"
"Mosavirus A" "NC_038318"
"Orivirus A" "NC_025432"
"Oscivirus A" "NC_014412"
"Parabovirus B" "KY432927"
"Parabovirus C" "KY432933"
"Parechovirus A" "NC_038319"
"Parechovirus B" "NC_003976"
"Parechovirus C" "NC_021482"
"Parechovirus D" "NC_034453"
"Parechovirus E" "NC_035779"
"Parechovirus F" "MG600084"
"Pasivirus A" "NC_018226"
"Passerivirus A" "NC_014411"
"Pemapivirus B" "MG600108"
"Poecivirus A" "KU977108"
"Potamipivirus A" "NC_022332"
"Rabovirus A" "NC_026314"
"Rabovirus B" "KY432926"
"Rabovirus C" "NC_040605"
"Rabovirus D" "MF175072"
"Rafivirus A" "NC_023988"
"Rafivirus B" "NC_043544"
"Rajidapivirus A" "MG600093"
"Rosavirus A" "NC_038880"
"Rosavirus B" "NC_031105"
"Rosavirus C" "KX783424"
"Sakobuvirus A" "NC_022802"
"Salivirus A" "NC_012957"
"Sapelovirus A" "NC_003987"
"Sapelovirus B" "NC_004451"
"Senecavirus A" "NC_011349"
"Shanbavirus A" "NC_038961"
"Sicinivirus A" "NC_023861"
"Teschovirus A" "NC_003985"
"Teschovirus B" "MG875515"
"Torchivirus A" "NC_025890"
"Tottorivirus A" "LC113907"
"Tremovirus A" "NC_003990"
"Tremovirus B" "NC_040673"
"Tropivirus A" "MG600091"
"Tropivirus B" "MG600083"
"Hubei chipolycivirus" "NC_032222"
"Hubei hupolycivirus" "NC_033152"
"Formica exsecta virus 3" "LH935078; LH935077"
"Lasius neglectus virus 1" "NC_035450"
"Lasius neglectus virus 2" "LI526777"
"Lasius niger virus 1" "NC_035456"
"Linepithema humile virus 2" "LI719284"
"Monomorium pharaonis virus 1" "LA858223"
"Monomorium pharaonis virus 2" "LA866448"
"Myrmica scabrinodis virus 1" "NC_035457"
"Shuangao insect virus 8" "NC_032978"
"Solenopsis invicta virus 2" "NC_039236"
"Solenopsis invicta virus 4" "NC_035455"
"Andean potato mottle virus" "NC_038744"
"Bean pod mottle virus" "RNA-1: NC_003495; RNA-2: NC_003496"
"Bean rugose mosaic virus" "RNA-1: NC_028139; RNA-2: NC_028146"
"Broad bean stain virus" "RNA-1: NC_043386; RNA-2: NC_043385"
"Broad bean true mosaic virus" "RNA-1: NC_022004; RNA-2: NC_022006"
"Cowpea mosaic virus" "RNA-1: NC_003549; RNA-2: NC_003550"
"Cowpea severe mosaic virus" "RNA-1: NC_003545; RNA-2: NC_003544"
"Radish mosaic virus" "RNA-1: NC_010709; RNA-2: NC_010710"
"Red clover mottle virus" "RNA-1: NC_003741; RNA-2: NC_003738"
"Squash mosaic virus" "RNA-1: NC_003799; RNA-2: NC_003800"
"Broad bean wilt virus 1" "RNA-1: NC_005289; RNA-2: NC_005290"
"Broad bean wilt virus 2" "RNA-1: NC_003003; RNA-2: NC_003004"
"Cucurbit mild mosaic virus" "RNA-1: NC_038760; RNA-2: NC_038759"
"Gentian mosaic virus" "RNA-1: AB084452; RNA-2: AB084453"
"Grapevine fabavirus" "RNA-1: NC_039073; RNA-2: NC_039072"
"Lamium mild mosaic virus" "RNA-1: NC_023016; RNA-2: NC_023017"
"Prunus virus F" "RNA-1: NC_039077; RNA-2: NC_039078"
"Aeonium ringspot virus" "RNA-1: NC_038762; RNA-2: NC_038761"
"Apricot latent ringspot virus" "NC_043411"
"Arabis mosaic virus" "RNA-1: NC_006057; RNA-2: NC_006056"
"Artichoke Italian latent virus" "RNA-1: NC_043684; RNA-2: NC_043685"
"Artichoke yellow ringspot virus" "NC_038862"
"Beet ringspot virus" "RNA-1: NC_003693; RNA-2: NC_003694"
"Blackcurrant reversion virus" "RNA-1: NC_003509; RNA-2: NC_003502"
"Blueberry latent spherical virus" "RNA-1: NC_038764; RNA-2: NC_038763"
"Blueberry leaf mottle virus" "NC_043076"
"Cherry leaf roll virus" "RNA-1: NC_015414; RNA-2: NC_015415"
"Cocoa necrosis virus" "NC_043077"
"Cycas necrotic stunt virus" "RNA-1: NC_003791; RNA-2: NC_003792"
"Grapevine Anatolian ringspot virus" "RNA-1: NC_018383; RNA-2: NC_018384"
"Grapevine Bulgarian latent virus" "RNA-1: NC_015492; RNA-2: NC_015493"
"Grapevine chrome mosaic virus" "RNA-1: NC_003622; RNA-2: NC_003621"
"Grapevine deformation virus" "RNA-1: NC_017939; RNA-2: NC_017938"
"Grapevine fanleaf virus" "RNA-1: NC_003615; RNA-2: NC_003623"
"Melon mild mottle virus" "RNA-1: NC_038765; RNA-2: NC_038766"
"Mulberry mosaic leaf roll associated virus" "RNA-1: NC_038767; RNA-2: NC_038768"
"Olive latent ringspot virus" "NC_038863"
"Peach rosette mosaic virus" "RNA-1: NC_034214; RNA-2: NC_034215"
"Potato black ringspot virus" "RNA-1: NC_022798; RNA-2: NC_022799"
"Potato virus B" "RNA-1: NC_043447; RNA-2: NC_043448"
"Raspberry ringspot virus" "RNA-1: NC_005266; RNA-2: NC_005267"
"Soybean latent spherical virus" "RNA-1: NC_032270; RNA-2: NC_032271"
"Tobacco ringspot virus" "RNA-1: NC_005097; RNA-2: NC_005096"
"Tomato black ring virus" "RNA-1: NC_004439; RNA-2: NC_004440"
"Tomato ringspot virus" "RNA-1: NC_003840; RNA-2: NC_003839"
"Apple latent spherical virus" "RNA-1: NC_003787; RNA-2: NC_003788"
"Arracacha virus B" "RNA-1: NC_020898; RNA-2: NC_020897"
"Cherry rasp leaf virus" "RNA-1: NC_006271; RNA-2: NC_006272"
"Currant latent virus" "RNA-1: NC_029038; RNA-2: NC_029036"
"Stocky prune virus" "RNA-1: NC_043388; RNA-2: NC_043387"
"Chocolate lily virus A" "RNA-1: NC_016443; RNA-2: NC_016444"
"Dioscorea mosaic associated virus" "RNA-1: NC_031766; RNA-2: NC_031763"
"Satsuma dwarf virus" "RNA-1: NC_003785; RNA-2: NC_003786"
"Black raspberry necrosis virus" "RNA-1: NC_008182; RNA-2: NC_008183"
"Strawberry mottle virus" "RNA-1: NC_003445; RNA-2: NC_003446"
"Carrot necrotic dieback virus" "NC_038320"
"Dandelion yellow mosaic virus" "NC_043078"
"Parsnip yellow fleck virus" "NC_003628"
"Carrot torradovirus 1" "RNA-1: NC_025479; RNA-2: NC_025480"
"Lettuce necrotic leaf curl virus" "RNA-1: NC_035214; RNA-2: NC_035219"
"Motherwort yellow mottle virus" "RNA-1: NC_035218; RNA-2: NC_035220"
"Squash chlorotic leaf spot virus" "RNA-1: NC_035221; RNA-2: NC_035215"
"Tomato marchitez virus" "RNA-1: NC_010987; RNA-2: NC_010988"
"Tomato torrado virus" "RNA-1: NC_009013; RNA-2: NC_009032"
"Bellflower vein chlorosis virus" "NC_027915"
"Maize chlorotic dwarf virus" "NC_003626"
"Rice tungro spherical virus" "NC_001632"
"Strawberry latent ringspot virus" "RNA-1: NC_006964; RNA-2: NC_006965"
"Solenopsis invicta virus 3" "NC_012531"
"Nylanderia fulva virus 1" "NC_030651"
"Heterocapsa circularisquama RNA virus 01" "NC_007518"
"Mushroom bacilliform virus" "NC_001633"
"Alfalfa enamovirus 1" "NC_029993"
"Citrus vein enation virus" "NC_021564"
"Grapevine enamovirus 1" "MT536978"
"Pea enation mosaic virus 1" "NC_003629"
"Poinsettia latent virus" "NC_011543"
"Beet chlorosis virus" "NC_002766"
"Beet mild yellowing virus" "NC_003491"
"Beet western yellows virus" "NC_004756"
"Carrot red leaf virus" "NC_006265"
"Cereal yellow dwarf virus RPS" "NC_002198"
"Cereal yellow dwarf virus RPV" "NC_004751"
"Chickpea chlorotic stunt virus" "NC_008249"
"Cotton leafroll dwarf virus" "NC_014545"
"Cucurbit aphid-borne yellows virus" "NC_003688"
"Faba bean polerovirus 1" "MH464873"
"Maize yellow dwarf virus RMV" "NC_021484"
"Maize yellow mosaic virus" "NC_029990"
"Melon aphid-borne yellows virus" "NC_010809"
"Pepo aphid-borne yellows virus" "NC_030225"
"Pepper vein yellows virus 1" "NC_015050"
"Pepper vein yellows virus 2" "HM439608"
"Pepper vein yellows virus 3" "KP326573"
"Pepper vein yellows virus 4" "KU999109"
"Pepper vein yellows virus 5" "NC_036803"
"Pepper vein yellows virus 6" "LT559483"
"Potato leafroll virus" "D13954"
"Pumpkin polerovirus" "MG800833"
"Suakwa aphid-borne yellows virus" "NC_018571"
"Sugarcane yellow leaf virus" "NC_000874"
"Tobacco vein distorting virus" "NC_010732"
"Turnip yellows virus" "NC_003743"
"Artemisia virus A" "NC_017914"
"Blueberry shoestring virus" "NC_029578"
"Cocksfoot mottle virus" "DQ680848"
"Cymbidium chlorotic mosaic virus" "NC_027123"
"Imperata yellow mottle virus" "NC_011536"
"Lucerne transient streak virus" "NC_001696"
"Papaya lethal yellowing virus" "NC_018449"
"Physalis rugose mosaic virus" "MK681145"
"Rice yellow mottle virus" "NC_001575"
"Rottboellia yellow mottle virus" "NC_027198"
"Ryegrass mottle virus" "NC_003747"
"Sesbania mosaic virus" "NC_002568"
"Solanum nodiflorum mottle virus" "NC_033706"
"Southern bean mosaic virus" "NC_004060"
"Southern cowpea mosaic virus" "NC_001625"
"Sowbane mosaic virus" "NC_011187"
"Soybean yellow common mosaic virus" "NC_016033"
"Subterranean clover mottle virus" "NC_004346"
"Turnip rosette virus" "NC_004553"
"Velvet tobacco mottle virus" "NC_014509"
"Barley yellow dwarf virus GPV" "NC_012931"
"Barley yellow dwarf virus SGV" "NC_043124"
"Chickpea stunt disease associated virus" "NC_043419"
"Groundnut rosette assistor virus" "NC_038509"
"Sweet potato leaf speckling virus" "NC_038510"
"Areca palm necrotic ringspot virus" "MH395371"
"Areca palm necrotic spindle-spot virus" "NC_040836"
"Bellflower veinal mottle virus" "NC_039002"
"Blackberry virus Y" "NC_008558"
"Barley mild mosaic virus" "RNA1: NC_003483; RNA2: NC_003482"
"Barley yellow mosaic virus" "RNA1: NC_002990; RNA2: NC_002991"
"Oat mosaic virus" "RNA1: NC_004016; RNA2: NC_004017"
"Rice necrosis mosaic virus" "RNA1: NC_028144; RNA2: NC_028145"
"Wheat spindle streak mosaic virus" "X73883"
"Wheat yellow mosaic virus" "RNA1: NC_002350; RNA2: NC_002349"
"Celery latent virus" "MH932227"
"Cassava brown streak virus" "NC_012698"
"Coccinia mottle virus" "NC_030840"
"Cucumber vein yellowing virus" "NC_006941"
"Squash vein yellowing virus" "NC_010521"
"Sweet potato mild mottle virus" "NC_003797"
"Tomato mild mottle virus" "NC_038920"
"Ugandan cassava brown streak virus" "FJ185044"
"Alpinia mosaic virus" "NC_043132"
"Alpinia oxyphylla mosaic virus" "MG978107"
"Artichoke latent virus" "NC_026759"
"Broad-leafed dock virus A" "NC_038560"
"Cardamom mosaic virus" "NC_039088"
"Chinese yam necrotic mosaic virus" "NC_018455"
"Maclura mosaic virus" "NC_043133"
"Narcissus latent virus" "NC_043134"
"Yam chlorotic mosaic virus" "NC_038561"
"Yam chlorotic necrosis virus" "MG755240"
"Caladenia virus A" "NC_018572"
"Sugarcane streak mosaic virus" "NC_014037"
"Triticum mosaic virus" "NC_012799"
"African eggplant mosaic virus" "NC_043537"
"Algerian watermelon mosaic virus" "NC_010736"
"Alstroemeria mosaic virus" "NC_043135"
"Alternanthera mild mosaic virus" "NC_043136"
"Amaranthus leaf mottle virus" "NC_043420"
"Amazon lily mosaic virus" "NC_043137"
"Angelica virus Y" "NC_043138"
"Apium virus Y" "NC_014905"
"Araujia mosaic virus" "NC_043139"
"Arracacha mottle virus" "NC_018176"
"Asparagus virus 1" "NC_025821"
"Banana bract mosaic virus" "NC_009745"
"Barbacena virus Y" "NC_030847"
"Basella rugose mosaic virus" "NC_009741"
"Bean common mosaic necrosis virus" "NC_004047"
"Bean common mosaic virus" "NC_003397"
"Bean yellow mosaic virus" "NC_003492"
"Beet mosaic virus" "NC_005304"
"Begonia flower breaking virus" "MN592680"
"Bidens mosaic virus" "NC_023014"
"Bidens mottle virus" "NC_014325"
"Blue squill virus A" "NC_019415"
"Brugmansia mosaic virus" "NC_020105"
"Brugmansia suaveolens mottle virus" "NC_014536"
"Butterfly flower mosaic virus" "NC_043421"
"Calanthe mild mosaic virus" "NC_043140"
"Callistephus mottle virus" "NC_030794"
"Canna yellow streak virus" "NC_013261"
"Carnation vein mottle virus" "NC_043141"
"Carrot thin leaf virus" "NC_025254"
"Carrot virus Y" "NC_043142"
"Catharanthus mosaic virus" "NC_027210"
"Celery mosaic virus" "NC_015393"
"Ceratobium mosaic virus" "NC_043143"
"Chilli ringspot virus" "NC_016044"
"Chilli veinal mottle virus" "NC_005778"
"Chinese artichoke mosaic virus" "NC_043144"
"Clitoria virus Y" "NC_043145"
"Clover yellow vein virus" "NC_003536"
"Cocksfoot streak virus" "NC_003742"
"Colombian datura virus" "NC_020072"
"Costus stripe mosaic virus" "MK286375"
"Cowpea aphid-borne mosaic virus" "NC_004013"
"Cucurbit vein banding virus" "NC_035134"
"Cypripedium virus Y" "NC_043146"
"Cyrtanthus elatus virus A" "NC_017977"
"Daphne mosaic virus" "NC_008028"
"Daphne virus Y" "NC_038984"
"Dasheen mosaic virus" "NC_003537"
"Dendrobium chlorotic mosaic virus" "MK241979"
"Dioscorea mosaic virus" "MH206616"
"Diuris virus Y" "NC_043147"
"Donkey orchid virus A" "NC_021197"
"East Asian Passiflora distortion virus" "LC379162"
"East Asian Passiflora virus" "NC_007728"
"Endive necrotic mosaic virus" "AJ223827"
"Euphorbia ringspot virus" "AY697300"
"Freesia mosaic virus" "NC_014064"
"Fritillary virus Y" "NC_010954"
"Gloriosa stripe mosaic virus" "NC_038562"
"Gomphocarpus mosaic virus" "LC228573"
"Habenaria mosaic virus" "NC_021786"
"Hardenbergia mosaic virus" "NC_015394"
"Henbane mosaic virus" "NC_043422"
"Hibbertia virus Y" "NC_043148"
"Hippeastrum mosaic virus" "NC_017967"
"Hyacinth mosaic virus" "NC_037051"
"Impatiens flower break virus" "NC_030236"
"Iris mild mosaic virus" "NC_043149"
"Iris severe mosaic virus" "NC_029076"
"Japanese yam mosaic virus" "NC_000947"
"Jasmine virus T" "NC_029051"
"Johnsongrass mosaic virus" "NC_003606"
"Kalanchoe mosaic virus" "NC_043150"
"Keunjorong mosaic virus" "NC_016159"
"Konjac mosaic virus" "NC_007913"
"Leek yellow stripe virus" "NC_004011"
"Lettuce Italian necrotic virus" "NC_027706"
"Lettuce mosaic virus" "NC_003605"
"Lily mottle virus" "NC_005288"
"Lily virus Y" "NC_040802"
"Lupinus mosaic virus" "NC_014898"
"Lycoris mild mottle virus" "NC_043151"
"Maize dwarf mosaic virus" "NC_003377"
"Malva vein clearing virus" "NC_043423"
"Mashua virus Y" "MH680824"
